"Taxon","State"
"Squamanita_paradoxa","Absent"
"Squamanita_umbonata","Absent"
"Squamanita_odorata","Absent"
"Ripartitella_brasiliensis","Absent"
"Cercopemyces_crocodilinus","Absent"
"Laccaria_acanthospora","Present"
"Laccaria_negrimarginata","Present"
"Laccaria_laccata","Present"
"Laccaria_vinaceoavellanea","Present"
"Laccaria_alba","Present"
"Laccaria_ohiensis","Present"
"Laccaria_bullipellis","Present"
"Laccaria_himalayensis","Present"
"Laccaria_amethystina","Present"
"Laccaria_angustilamella","Present"
"Laccaria_amethysteooccidentalis","Present"
"Laccaria_ochropurpurea","Present"
"Laccaria_vulcanica","Present"
"Laccaria_salmonicolor","Present"
"Laccaria_nobilis","Present"
"Laccaria_bicolor","Present"
"Laccaria_trichodermophora","Present"
"Laccaria_pumila","Present"
"Laccaria_proxima","Present"
"Hydnangium_carneum","Present"
"Laccaria_paraphysata","Present"
"Laccaria_trullisata","Present"
"Laccaria_canaliculata","Present"
"Laccaria_masoniae","Present"
"Hydnangium_violaceoniger","Present"
"Cystodermella_cinnabarina","Absent"
"Cystodermella_papallactae","Absent"
"Cystodermella_granulosa","Absent"
"Cystodermella_ambrosii","Absent"
"Cystodermella_adnatifolia","Absent"
"Psathyrella_madeodisca","Absent"
"Kauffmania_larga","Absent"
"Psathyrella_delineata","Absent"
"Coprinopsis_utrifer","Absent"
"Coprinus_foetidellus","Absent"
"Coprinopsis_poliomallus","Absent"
"Coprinopsis_spelaiophila","Absent"
"Coprinopsis_calospora","Absent"
"Coprinopsis_sclerotiger","Absent"
"Coprinopsis_stercorea","Absent"
"Coprinopsis_narcotica","Absent"
"Coprinopsis_semitalis","Absent"
"Coprinopsis_laanii","Absent"
"Psathyrella_tephrophylla","Absent"
"Psathyrella_panaeoloides","Absent"
"Psathyrella_fusca","Absent"
"Coprinopsis_patouillardii","Absent"
"Coprinus_cordisporus","Absent"
"Psathyrella_coprophila","Absent"
"Psathyrella_melleipallida","Absent"
"Psathyrella_reticulata","Absent"
"Psathyrella_nolitangere","Absent"
"Psathyrella_lutensis","Absent"
"Psathyrella_pygmaea","Absent"
"Psathyrella_olympiana","Absent"
"Psathyrella_cystidiosa","Absent"
"Psathyrella_floccosa","Absent"
"Psathyrella_badiophylla","Absent"
"Psathyrella_typhae","Absent"
"Psathyrella_incerta","Absent"
"Psathyrella_candolleana","Absent"
"Psathyrella_leucotephra","Absent"
"Psathyrella_huronensis","Absent"
"Psathyrella_hymenocephala","Absent"
"Psathyrella_argillospora","Absent"
"Psathyrella_calcarea","Absent"
"Psathyrella_aquatica","Absent"
"Psathyrella_bipellis","Absent"
"Psathyrella_squamifera","Absent"
"Psathyrella_rhizophorae","Absent"
"Psathyrella_romellii","Absent"
"Psathyrella_stercoraria","Absent"
"Galerella_floriformis","Absent"
"Psathyrella_atomata","Absent"
"Psathyrella_pseudogracilis","Absent"
"Psathyrella_ramicola","Absent"
"Psathyrella_multipedata","Absent"
"Psathyrella_longicauda","Absent"
"Psathyrella_corrugis","Absent"
"Psathyrella_pervelata","Absent"
"Psathyrella_epimyces","Absent"
"Psathyrella_vernalis","Absent"
"Psathyrella_senex","Absent"
"Psathyrella_piluliformis","Absent"
"Psathyrella_maculata","Absent"
"Psathyrella_pertinax","Absent"
"Psathyrella_vestita","Absent"
"Psathyrella_rostellata","Absent"
"Psathyrella_spintrigeroides","Absent"
"Psathyrella_fibrillosa","Absent"
"Psathyrella_fagetophila","Absent"
"Psathyrella_murcida","Absent"
"Psathyrella_romagnesii","Absent"
"Psathyrella_sphaerocystis","Absent"
"Psathyrella_caputmedusae","Absent"
"Psathyrella_umbrina","Absent"
"Psathyrella_impexa","Absent"
"Psathyrella_pennata","Absent"
"Psathyrella_carbonicola","Absent"
"Psathyrella_paradoxa","Absent"
"Psathyrella_iterata","Absent"
"Psathyrella_dicrani","Absent"
"Psathyrella_merdicola","Absent"
"Psathyrella_sacchariolens","Absent"
"Psathyrella_hirta","Absent"
"Psathyrella_fimiseda","Absent"
"Psathyrella_fulvescens","Absent"
"Psathyrella_microrrhiza","Absent"
"Psathyrella_gracilis","Absent"
"Psathyrella_spadiceogrisea","Absent"
"Psathyrella_phaseolispora","Absent"
"Psathyrella_phegophila","Absent"
"Psathyrella_clivensis","Absent"
"Psathyrella_fatua","Absent"
"Psathyrella_kauffmanii","Absent"
"Psathyrella_ammophila","Absent"
"Psathyrella_magnispora","Absent"
"Coprinellus_cylindrospora","Absent"
"Coprinellus_angulatus","Absent"
"Coprinellus_sclerocystidiosus","Absent"
"Coprinellus_phaseolisporus","Absent"
"Coprinellus_subimpatiens","Absent"
"Coprinellus_eurysporus","Absent"
"Coprinellus_subpurpureus","Absent"
"Coprinellus_fuscocystidiata","Absent"
"Coprinellus_amphithallus","Absent"
"Coprinellus_plagioporus","Absent"
"Coprinellus_steppicola","Absent"
"Coprinellus_incrusticystidiata","Absent"
"Coprinellus_ovispora","Absent"
"Coprinellus_herbicolus","Absent"
"Coprinellus_callinus","Absent"
"Coprinellus_radicellus","Absent"
"Coprinellus_heptemeroides","Absent"
"Coprinellus_diversicystis","Absent"
"Coprinellus_impatiens","Absent"
"Coprinellus_brevisetulosus","Absent"
"Coprinellus_pellucidus","Absent"
"Coprinellus_pseudoamphithallus","Absent"
"Coprinellus_subdisseminatus","Absent"
"Coprinellus_marculentus","Absent"
"Coprinellus_congregatus","Absent"
"Coprinellus_bisporus","Absent"
"Coprinellus_pallidus","Absent"
"Coprinellus_bisporiger","Absent"
"Coprinellus_heterosetulosus","Absent"
"Coprinellus_velatopruinatus","Absent"
"Coprinellus_callinussimilis","Absent"
"Coprinellus_heterothrix","Absent"
"Coprinellus_cinereopallidus","Absent"
"Coprinellus_doverii","Absent"
"Coprinellus_mitrinodulisporum","Absent"
"Coprinellus_sassii","Absent"
"Coprinellus_disseminatus","Absent"
"Coprinellus_truncorum","Absent"
"Coprinellus_heptemerus","Absent"
"Coprinellus_deminutus","Absent"
"Coprinellus_verrucispermus","Absent"
"Coprinellus_curtus","Absent"
"Coprinellus_deliquescens","Absent"
"Coprinellus_silvaticus","Absent"
"Coprinellus_aureogranulatus","Absent"
"Coprinellus_flocculosus","Absent"
"Coprinellus_xanthothrix","Absent"
"Coprinellus_radians","Absent"
"Coprinellus_domesticus","Absent"
"Coprinus_rufopruinatus","Absent"
"Coprinellus_micaceus","Absent"
"Cystoagaricus_strobilomyces","Absent"
"Psathyrella_ogemawensis","Absent"
"Psathyrella_subtruncatispora","Absent"
"Psathyrella_sylvestris","Absent"
"Psathyrella_subamara","Absent"
"Parasola_lilatincta","Absent"
"Parasola_kuehneri","Absent"
"Parasola_miser","Absent"
"Parasola_hercules","Absent"
"Parasola_leiocephala","Absent"
"Parasola_megasperma","Absent"
"Parasola_schroeterii","Absent"
"Parasola_plicatilis","Absent"
"Parasola_auricoma","Absent"
"Parasola_setulosa","Absent"
"Parasola_conopilus","Absent"
"Lacrymaria_rugocephala","Absent"
"Psathyrella_camptopoda","Absent"
"Psathyrella_naucorioides","Absent"
"Psathyrella_littenii","Absent"
"Psathyrella_rhodospora","Absent"
"Psathyrella_variata","Absent"
"Psathyrella_conissans","Absent"
"Homophron_spadiceum","Absent"
"Psathyrella_sublateritia","Absent"
"Psathyrella_stigmatospora","Absent"
"Lacrymaria_pyrotricha","Absent"
"Psathyrella_echiniceps","Absent"
"Lacrymaria_rigidipes","Absent"
"Lacrymaria_glareosa","Absent"
"Lacrymaria_subcinnamomea","Absent"
"Lacrymaria_lacrymabunda","Absent"
"Coprinopsis_insignis","Absent"
"Coprinopsis_melanthina","Absent"
"Coprinopsis_krieglsteineri","Absent"
"Coprinopsis_ammophilae","Absent"
"Coprinopsis_jonesii","Absent"
"Coprinopsis_brunneistragulata","Absent"
"Coprinopsis_pachyderma","Absent"
"Coprinopsis_lagopus","Absent"
"Coprinopsis_luteocephala","Absent"
"Coprinopsis_fluvialis","Absent"
"Coprinopsis_acuminata","Absent"
"Coprinopsis_romagnesiana","Absent"
"Coprinopsis_atramentaria","Absent"
"Coprinopsis_echinospora","Absent"
"Coprinopsis_phlyctidospora","Absent"
"Coprinus_simulans","Absent"
"Coprinopsis_erythrocephala","Absent"
"Coprinopsis_geesterani","Absent"
"Coprinopsis_macrocephala","Absent"
"Coprinopsis_alcobae","Absent"
"Coprinopsis_spilospora","Absent"
"Coprinus_subdomesticus","Absent"
"Coprinus_dictyocalyptratus","Absent"
"Coprinopsis_urticicola","Absent"
"Coprinopsis_phaeospora","Absent"
"Coprinopsis_episcopalis","Absent"
"Coprinopsis_gonophylla","Absent"
"Coprinopsis_argentea","Absent"
"Coprinopsis_friesii","Absent"
"Coprinopsis_pseudofriesii","Absent"
"Coprinopsis_sclerotiorum","Absent"
"Coprinopsis_ochraceolanata","Absent"
"Coprinopsis_cinerea","Absent"
"Coprinopsis_scobicola","Absent"
"Coprinopsis_pseudoradiata","Absent"
"Coprinopsis_bicornis","Absent"
"Coprinopsis_goudensis","Absent"
"Coprinopsis_radiata","Absent"
"Coprinopsis_candidolanata","Absent"
"Coprinus_americanus","Absent"
"Coprinopsis_strossmayeri","Absent"
"Coprinopsis_stangliana","Absent"
"Coprinopsis_picacea","Absent"
"Coprinopsis_vermiculifer","Absent"
"Coprinopsis_filamentifera","Absent"
"Psathyrella_marcescibilis","Absent"
"Psathyrella_subatrata","Absent"
"Coprinopsis_marcescibilis","Absent"
"Coprinopsis_submicrospora","Absent"
"Psathyrella_pannucioides","Absent"
"Coprinopsis_cothurnata","Absent"
"Coprinopsis_nivea","Absent"
"Coprinopsis_pseudonivea","Absent"
"Coprinopsis_bellula","Absent"
"Coprinopsis_coniophorus","Absent"
"Coprinopsis_cortinata","Absent"
"Chromocyphella_muscicola","Absent"
"Phaeosolenia_densa","Absent"
"Stagnicola_perplexa","Absent"
"Mythicomyces_corneipes","Absent"
"Cyclocybe_erebioides","Absent"
"Cyclocybe_cylindracea","Absent"
"Agrocybe_erebia","Absent"
"Pholiota_tuberculosa","Absent"
"Phaeomarasmius_curcuma","Absent"
"Phaeomarasmius_proximans","Absent"
"Phaeomarasmius_erinaceellus","Absent"
"Phaeomyces_dubiosus","Absent"
"Flammulaster_carpophilus","Absent"
"Flammulaster_rhombospora","Absent"
"Phaeomarasmius_rimulincola","Absent"
"Tubaria_albostipitata","Absent"
"Tubaria_conspersa","Absent"
"Tubaria_vinicolor","Absent"
"Tubaria_punicea","Absent"
"Tubaria_serrulata","Absent"
"Tubaria_confragosa","Absent"
"Tubaria_bispora","Absent"
"Tubaria_praestans","Absent"
"Tubaria_segestria","Absent"
"Galeropsis_desertorum","Absent"
"Anellaria_semiovatus","Absent"
"Panaeolus_semiovatus","Absent"
"Panaeolus_cyanescens","Absent"
"Panaeolus_subbalteatus","Absent"
"Panaeolus_foenisecii","Absent"
"Mallocybe_unicolor","Present"
"Mallocybe_flavicothurnata","Present"
"Mallocybe_terrigena","Present"
"Mallocybe_leucoblema","Present"
"Mallocybe_dulcamara","Present"
"Inocybe_malenconii","Present"
"Mallocybe_agardhii","Present"
"Mallocybe_jarrahae","Present"
"Mallocybe_subflavospora","Present"
"Mallocybe_subtilisior","Present"
"Auritella_geoaustralis","Present"
"Auritella_serpentinocystis","Present"
"Auritella_aureoplumosa","Present"
"Auritella_chamaecephala","Present"
"Auritella_dolichocystis","Present"
"Inocybe_umbrinella","Present"
"Inocybe_althoffiae","Present"
"Inocybe_sororia","Present"
"Inocybe_obsoleta","Present"
"Inocybe_aurora","Present"
"Inocybe_perlata","Present"
"Inocybe_lepidotella","Present"
"Inocybe_rimosa","Present"
"Inocybe_occidentalis","Present"
"Inocybe_cercocarpi","Present"
"Inocybe_renispora","Present"
"Inocybe_glaucodisca","Present"
"Inocybe_rhodella","Present"
"Inocybe_marginata","Present"
"Inocybe_strobilomyces","Present"
"Inocybe_mixtilis","Present"
"Inocybe_emergens","Present"
"Inocybe_fulvilubrica","Present"
"Inocybe_nothopes","Present"
"Inocybe_lacera","Present"
"Inocybe_curvipes","Present"
"Inocybe_fibrosa","Present"
"Inocybe_tauensis","Present"
"Inocybe_subexilis","Present"
"Inocybe_conspicuospora","Present"
"Inocybe_lasseri","Present"
"Inocybe_torresia","Present"
"Inocybe_suaveolens","Present"
"Inocybe_umbratica","Present"
"Inocybe_alabamensis","Present"
"Inocybe_ayangannae","Present"
"Inocybe_lilacinosquamosa","Present"
"Inocybe_tahquamenonensis","Present"
"Inocybe_subochracea","Present"
"Inocybe_sierraensis","Present"
"Inocybe_stellatospora","Present"
"Inocybe_chelanensis","Present"
"Inocybe_chalcodoxantha","Present"
"Inocybe_rufuloides","Present"
"Inocybe_laetior","Present"
"Inocybe_nitidiuscula","Present"
"Inocybe_albodisca","Present"
"Inocybe_lanuginosa","Present"
"Inocybe_teraturgus","Present"
"Inocybe_leptophylla","Present"
"Inocybe_cerasphora","Present"
"Inocybe_praetervisa","Present"
"Inocybe_calospora","Present"
"Inocybe_relicina","Present"
"Inocybe_tubarioides","Present"
"Inocybe_scabriuscula","Present"
"Inocybe_destruens","Present"
"Inocybe_serrata","Present"
"Inocybe_fibrillosibrunnea","Present"
"Inocybe_godeyi","Present"
"Inocybe_hystrix","Present"
"Inocybe_fraudans","Present"
"Inocybe_corydalina","Present"
"Inocybe_griseolilacina","Present"
"Inocybe_leptocystis","Present"
"Inocybe_spuria","Present"
"Inocybe_serotina","Present"
"Inocybe_praecox","Present"
"Inocybe_leiocephala","Present"
"Inocybe_luteifolia","Present"
"Inocybe_cinnamomea","Present"
"Inocybe_pusio","Present"
"Inocybe_sindonia","Present"
"Inocybe_violaceocaulis","Present"
"Inocybe_semifulva","Present"
"Inocybe_queletii","Present"
"Inocybe_stuntzii","Present"
"Inocybe_flocculosa","Present"
"Inocybe_agglutinata","Present"
"Inocybe_lilacina","Present"
"Inocybe_pudica","Present"
"Inocybe_armeniaca","Present"
"Inocybe_geophylla","Present"
"Inocybe_fuscodisca","Present"
"Inocybe_fuligineoatra","Present"
"Inocybe_napipes","Present"
"Inocybe_glabrodisca","Present"
"Inocybe_candidipes","Present"
"Astrosporina_avellana","Present"
"Inocybe_asterospora","Present"
"Inocybe_grammata","Present"
"Inocybe_hydrocybiformis","Present"
"Inocybe_epidendron","Present"
"Inocybe_pulchella","Present"
"Inocybe_amazoniensis","Present"
"Inocybe_xerophytica","Present"
"Tubariomyces_hygrophoroides","Present"
"Tubariomyces_inexpectatus","Present"
"Inocybe_sphaerospora","Present"
"Inocybe_afromelliolens","Present"
"Inocybe_erubescens","Present"
"Inocybe_jurana","Present"
"Inocybe_adaequata","Present"
"Inocybe_cookei","Present"
"Inocybe_rimosoides","Present"
"Inocybe_bicolorata","Present"
"Inocybe_maculata","Present"
"Inocybe_curreyi","Present"
"Inocybe_neobrunnescens","Present"
"Inocybe_fastigiella","Present"
"Inocybe_lanatodisca","Present"
"Inocybe_misakaensis","Present"
"Inocybe_subrubescens","Present"
"Inocybe_cervicolor","Present"
"Inocybe_apiosmota","Present"
"Inocybe_calamistrata","Present"
"Inocybe_subhirsuta","Present"
"Inocybe_cyanotincta","Present"
"Inocybe_latericia","Present"
"Inocybe_calamistratoides","Present"
"Inocybe_mutata","Present"
"Crepidotus_sphaerosporus","Absent"
"Crepidotus_lanuginosus","Absent"
"Crepidotus_subfulviceps","Absent"
"Crepidotus_inhonestus","Absent"
"Crepidotus_fragilis","Absent"
"Crepidotus_cinnabarinus","Absent"
"Crepidotus_tennesseensis","Absent"
"Crepidotus_martinii","Absent"
"Crepidotus_aureus","Absent"
"Crepidotus_croceitinctus","Absent"
"Crepidotus_variabilis","Absent"
"Crepidotus_submollis","Absent"
"Crepidotus_alabamensis","Absent"
"Crepidotus_uber","Absent"
"Crepidotus_fraxinicola","Absent"
"Crepidotus_versutus","Absent"
"Pellidiscus_pallidus","Absent"
"Crepidotus_sinuosus","Absent"
"Crepidotus_malachius","Absent"
"Crepidotus_distortus","Absent"
"Crepidotus_nephrodes","Absent"
"Crepidotus_amygdalosporus","Absent"
"Crepidotus_betulae","Absent"
"Crepidotus_antillarum","Absent"
"Crepidotus_nyssicola","Absent"
"Crepidotus_applanatus","Absent"
"Neopaxillus_plumbeus","Absent"
"Neopaxillus_echinospermus","Absent"
"Neopaxillus_dominicanus","Absent"
"Crepidotus_brunnescens","Absent"
"Simocybe_americana","Absent"
"Simocybe_amara","Absent"
"Simocybe_sumptuosa","Absent"
"Simocybe_serrulata","Absent"
"Simocybe_haustellaris","Absent"
"Simocybe_centunculus","Absent"
"Pleuroflammula_flammea","Absent"
"Pleuroflammula_praestans","Absent"
"Galerina_pruinatipes","Absent"
"Galerina_atkinsoniana","Absent"
"Phaeocollybia_radicata","Present"
"Phaeocollybia_piceae","Present"
"Phaeocollybia_dissiliens","Present"
"Phaeocollybia_sipei","Present"
"Phaeocollybia_kauffmanii","Present"
"Phaeocollybia_redheadii","Present"
"Phaeocollybia_olivacea","Present"
"Phaeocollybia_spadicea","Present"
"Phaeocollybia_attenuata","Present"
"Phaeocollybia_festiva","Present"
"Phaeocollybia_fallax","Present"
"Phaeocollybia_scatesiae","Present"
"Phaeocollybia_pseudofestiva","Present"
"Phaeocollybia_californica","Present"
"Galerina_alpestris","Absent"
"Flammula_alnicola","Absent"
"Galerina_nana","Absent"
"Galerina_laevis","Absent"
"Galerina_arctica","Absent"
"Galerina_semilanceata","Absent"
"Galerina_stordalii","Absent"
"Galerina_pseudocerina","Absent"
"Galerina_pseudobadipes","Absent"
"Galerina_pumila","Absent"
"Psilocybe_caerulipes","Absent"
"Hebeloma_fastibile","Present"
"Hebeloma_olympianum","Present"
"Hebeloma_hetieri","Present"
"Hebeloma_sacchariolens","Present"
"Hebeloma_collariatum","Present"
"Hebeloma_sinapizans","Present"
"Hebeloma_mesophaeum","Present"
"Hebeloma_affine","Present"
"Hebeloma_velutipes","Present"
"Hebeloma_longicaudum","Present"
"Hebeloma_syrjense","Present"
"Hebeloma_victoriense","Present"
"Hebeloma_vesterholtii","Present"
"Hebeloma_erumpens","Present"
"Hebeloma_griseopruinatum","Present"
"Hebeloma_theobrominum","Present"
"Hebeloma_lutense","Present"
"Hebeloma_minus","Present"
"Hebeloma_pusillum","Present"
"Hebeloma_parvicystidiatum","Present"
"Hebeloma_lactariolens","Present"
"Hebeloma_plesiocistum","Present"
"Hebeloma_alboerumpens","Present"
"Hebeloma_alpinum","Present"
"Hebeloma_eburneum","Present"
"Hebeloma_hiemale","Present"
"Hebeloma_crustuliniforme","Present"
"Alnicola_inculta","Present"
"Hymenogaster_tener","Present"
"Hymenogaster_olivaceus","Present"
"Hymenogaster_griseus","Present"
"Hymenogaster_vulgaris","Present"
"Naucoria_salicis","Present"
"Alnicola_umbrina","Present"
"Naucoria_geraniolens","Present"
"Naucoria_scolecina","Present"
"Naucoria_sphagneti","Present"
"Alnicola_cholea","Present"
"Naucoria_luteolofibrillosa","Present"
"Alnicola_dubis","Present"
"Naucoria_subconspersa","Present"
"Naucoria_striatula","Present"
"Alnicola_salabertii","Present"
"Naucoria_escharoides","Present"
"Naucoria_silvaenovae","Present"
"Hebeloma_cylindrosporum","Present"
"Psathyloma_catervatim","Present"
"Psathyloma_leucocarpum","Present"
"Psilocybe_caerulescens","Absent"
"Psilocybe_argentipes","Absent"
"Psilocybe_fagicola","Absent"
"Psilocybe_yungensis","Absent"
"Psilocybe_zapotecoantillarum","Absent"
"Psilocybe_tampanensis","Absent"
"Psilocybe_stuntzii","Absent"
"Psilocybe_pelliculosa","Absent"
"Psilocybe_hispanica","Absent"
"Psilocybe_fimetaria","Absent"
"Psilocybe_liniformans","Absent"
"Psilocybe_cubensis","Absent"
"Psilocybe_subcubensis","Absent"
"Psilocybe_thaiduplicatocystidiata","Absent"
"Psilocybe_subaeruginascens","Absent"
"Psilocybe_serbica","Absent"
"Psilocybe_arcana","Absent"
"Psilocybe_bohemica","Absent"
"Psilocybe_azurescens","Absent"
"Psilocybe_cyanescens","Absent"
"Psilocybe_allenii","Absent"
"Psilocybe_subaeruginosa","Absent"
"Psilocybe_mescaleroensis","Absent"
"Pholiota_cerifera","Absent"
"Pholiota_henningsii","Absent"
"Nivatogastrium_nubigenum","Absent"
"Pholiota_lenta","Absent"
"Pholiota_highlandensis","Absent"
"Hypholoma_ericaeum","Absent"
"Hypholoma_acutum","Absent"
"Hypholoma_fasciculare","Absent"
"Hypholoma_subviride","Absent"
"Hypholoma_capnoides","Absent"
"Hypholoma_lateritium","Absent"
"Hypholoma_tuberosum","Absent"
"Stropharia_umbonescens","Absent"
"Protostropharia_semiglobata","Absent"
"Stropharia_hornemannii","Absent"
"Stropharia_ambigua","Absent"
"Stropharia_hardii","Absent"
"Stropharia_caerulea","Absent"
"Leratiomyces_similis","Absent"
"Phaeonematoloma_myosotis","Absent"
"Psilocybe_longispora","Absent"
"Hypholoma_radicosum","Absent"
"Agrocybe_pediades","Absent"
"Agrocybe_putaminum","Absent"
"Agrocybe_smithii","Absent"
"Agrocybe_praecox","Absent"
"Leratiomyces_smaragdina","Absent"
"Deconica_coprophila","Absent"
"Deconica_pseudobullacea","Absent"
"Psilocybe_silvatica","Absent"
"Deconica_chionophila","Absent"
"Deconica_xeroderma","Absent"
"Deconica_pratensis","Absent"
"Deconica_novaezelandiae","Absent"
"Psilocybe_apelliculosa","Absent"
"Deconica_bayliasiana","Absent"
"Deconica_vorax","Absent"
"Melanotus_subcuneiformis","Absent"
"Deconica_phillipsii","Absent"
"Deconica_citrispora","Absent"
"Deconica_horizontalis","Absent"
"Deconica_subviscida","Absent"
"Deconica_micropora","Absent"
"Deconica_schoeneti","Absent"
"Deconica_crobula","Absent"
"Deconica_inquilina","Absent"
"Deconica_phyllogena","Absent"
"Deconica_moelleri","Absent"
"Naucoria_amarescens","Present"
"Kuehneromyces_brunneoalbescens","Absent"
"Kuehneromyces_rostratus","Absent"
"Galerina_pseudocamerina","Absent"
"Galerina_patagonica","Absent"
"Galerina_sphagnorum","Absent"
"Galerina_luteolosperma","Absent"
"Galerina_mniophila","Absent"
"Galerina_harrisonii","Absent"
"Galerina_sphagnicola","Absent"
"Galerina_austrocalyptrata","Absent"
"Galerina_paludosa","Absent"
"Gymnopilus_punctifolius","Absent"
"Gymnopilus_flavus","Absent"
"Gymnopilus_bellulus","Absent"
"Gymnopilus_aeruginosus","Absent"
"Gymnopilus_junonius","Absent"
"Hebelomina_neerlandica","Absent"
"Gymnopilus_sapineus","Absent"
"Gymnopilus_decipiens","Absent"
"Gymnopilus_odini","Absent"
"Phaeogalera_stagnina","Absent"
"Pholiota_lucifera","Absent"
"Hemipholiota_populnea","Absent"
"Tubaria_minima","Absent"
"Pachylepyrium_carbonicola","Absent"
"Pachylepyrium_funariophilum","Absent"
"Cortinarius_viscincisus","Present"
"Cortinarius_porphyropus","Present"
"Cortinarius_kaimanawa","Present"
"Cortinarius_limonius","Present"
"Cortinarius_caryotis","Present"
"Cortinarius_cretax","Present"
"Cortinarius_collybianus","Present"
"Cortinarius_austrocyanites","Present"
"Cortinarius_cremeorufus","Present"
"Cortinarius_iringa","Present"
"Cortinarius_salor","Present"
"Cortinarius_iodes","Present"
"Cortinarius_rotundisporus","Present"
"Cortinarius_variicolor","Present"
"Cortinarius_aegrotus","Present"
"Cortinarius_olidus","Present"
"Cortinarius_callisteus","Present"
"Protoglossum_luteum","Present"
"Cortinarius_carbonellus","Present"
"Cortinarius_cupreonatus","Present"
"Cortinarius_exlugubris","Present"
"Cortinarius_rattinus","Present"
"Cortinarius_collinitus","Present"
"Cortinarius_mussivus","Present"
"Cortinarius_cumatilis","Present"
"Cortinarius_claricolor","Present"
"Cortinarius_caninus","Present"
"Cortinarius_barlowensis","Present"
"Cortinarius_rattinoides","Present"
"Cortinarius_suecicolor","Present"
"Cortinarius_cinereobrunneus","Present"
"Cortinarius_infractus","Present"
"Cortinarius_orellanus","Present"
"Cortinarius_semisanguineus","Present"
"Cortinarius_atropurpureus","Present"
"Cortinarius_chrysma","Present"
"Cortinarius_ignellus","Present"
"Cortinarius_cardinalis","Present"
"Cortinarius_cramesinus","Present"
"Cortinarius_clelandii","Present"
"Cortinarius_globuliformis","Present"
"Dermocybe_kula","Present"
"Cortinarius_basirubescens","Present"
"Cortinarius_humboldtensis","Present"
"Cortinarius_marylandensis","Present"
"Cortinarius_croceus","Present"
"Cortinarius_uliginosus","Present"
"Cortinarius_polaris","Present"
"Cortinarius_cinnamomeus","Present"
"Cortinarius_kula","Present"
"Cortinarius_persplendidus","Present"
"Dermocybe_leptospermorum","Present"
"Cortinarius_erythrocephalus","Present"
"Cortinarius_ionomataius","Present"
"Cortinarius_papaver","Present"
"Cortinarius_austrocinnabarinus","Present"
"Dermocybe_canaria","Present"
"Cortinarius_venetus","Present"
"Cortinarius_paraonui","Present"
"Cortinarius_obtusus","Present"
"Cortinarius_fibrillosus","Present"
"Cortinarius_porphyrophaeus","Present"
"Cortinarius_aureifolius","Present"
"Cortinarius_subtortus","Present"
"Cortinarius_ursus","Present"
"Cortinarius_humidicola","Present"
"Cortinarius_duracinus","Present"
"Cortinarius_phaeopygmaeus","Present"
"Cortinarius_scotoides","Present"
"Cortinarius_vespertinus","Present"
"Cortinarius_cedriolens","Present"
"Cortinarius_evernius","Present"
"Cortinarius_chrysoconius","Present"
"Cortinarius_distans","Present"
"Cortinarius_laniger","Present"
"Cortinarius_colymbadinus","Present"
"Cortinarius_armeniacus","Present"
"Cortinarius_alboviolaceus","Present"
"Cortinarius_brunneus","Present"
"Cortinarius_pholideus","Present"
"Cortinarius_luteoornatus","Present"
"Cortinarius_paragaudis","Present"
"Cortinarius_armillatus","Present"
"Cortinarius_raphanoides","Present"
"Cortinarius_albonigrellus","Present"
"Cortinarius_boulderensis","Present"
"Cortinarius_traganus","Present"
"Cortinarius_elaiochrous","Present"
"Cortinarius_achrous","Present"
"Hymenogaster_remyi","Present"
"Cortinarius_scaurus","Present"
"Cortinarius_campbellae","Present"
"Cortinarius_sublilacinopes","Present"
"Cortinarius_prasinus","Present"
"Cortinarius_suaveolens","Present"
"Cortinarius_humolens","Present"
"Cortinarius_rapaceoides","Present"
"Cortinarius_saporatus","Present"
"Cortinarius_langeorum","Present"
"Cortinarius_elegantissimus","Present"
"Cortinarius_luteolus","Present"
"Cortinarius_xanthoochraceus","Present"
"Cortinarius_atrovirens","Present"
"Cortinarius_splendens","Present"
"Cortinarius_dibaphus","Present"
"Cortinarius_odoratus","Present"
"Cortinarius_napus","Present"
"Cortinarius_aureocalceolatus","Present"
"Cortinarius_splendificus","Present"
"Cortinarius_elegantior","Present"
"Cortinarius_flavovirens","Present"
"Cortinarius_xanthochlorus","Present"
"Cortinarius_osmophorus","Present"
"Cortinarius_calochrous","Present"
"Cortinarius_dalecarlicus","Present"
"Cortinarius_albertii","Present"
"Cortinarius_vesterholtii","Present"
"Cortinarius_chailluzii","Present"
"Cortinarius_verrucisporus","Present"
"Cortinarius_fulvocitrinus","Present"
"Cortinarius_sodagnitus","Present"
"Cortinarius_splendidior","Present"
"Cortinarius_haasii","Present"
"Cortinarius_cisticola","Present"
"Cortinarius_barbarorum","Present"
"Cortinarius_ochraceopallescens","Present"
"Cortinarius_lilacinovelatus","Present"
"Cortinarius_molochinus","Present"
"Cortinarius_insignibulbus","Present"
"Cortinarius_parasuaveolens","Present"
"Cortinarius_natalis","Present"
"Cortinarius_corrosus","Present"
"Cortinarius_renidens","Present"
"Cortinarius_prasinocyaneus","Present"
"Cortinarius_caesiocortinatus","Present"
"Cortinarius_percomis","Present"
"Cortinarius_aurilicis","Present"
"Cortinarius_saginus","Present"
"Cortinarius_luhmannii","Present"
"Cortinarius_dionysae","Present"
"Cortinarius_terpsichores","Present"
"Cortinarius_coerulescentium","Present"
