"Taxon","State"
"Cortinarius_rapaceus","Present"
"Cortinarius_gracilior","Present"
"Cortinarius_viridocoeruleus","Present"
"Cortinarius_allutus","Present"
"Cortinarius_fulvoochrascens","Present"
"Cortinarius_viscilaetus","Present"
"Cortinarius_periclymenus","Present"
"Cortinarius_vibratilis","Present"
"Cortinarius_olorinatus","Present"
"Cortinarius_persicanus","Present"
"Cortinarius_bolaris","Present"
"Cortinarius_pavelekii","Present"
"Cortinarius_bellus","Present"
"Cortinarius_vitreopileatus","Present"
"Cortinarius_pinguis","Present"
"Cortinarius_stillatitius","Present"
"Cortinarius_anauensis","Present"
"Cortinarius_dysodes","Present"
"Cortinarius_alienatus","Present"
"Cortinarius_melimyxa","Present"
"Cortinarius_atrolazulinus","Present"
"Cortinarius_saturniorum","Present"
"Cortinarius_austroviolaceus","Present"
"Cortinarius_minoscaurus","Present"
"Cortinarius_holojanthinus","Present"
"Cortinarius_meleagris","Present"
"Cortinarius_perelegans","Present"
"Cortinarius_pselioticton","Present"
"Cortinarius_naphthalinus","Present"
"Cortinarius_indolicus","Present"
"Cortinarius_napivelatus","Present"
"Cortinarius_hallowellensis","Present"
"Cortinarius_kioloensis","Present"
"Cortinarius_subcalyptrosporus","Present"
"Cortinarius_carneipallidus","Present"
"Cortinarius_altissimus","Present"
"Cortinarius_atrotomentosus","Present"
"Cortinarius_palatinus","Present"
"Cortinarius_neotropicus","Present"
"Cortinarius_violaceus","Present"
"Cortinarius_aerugineoconicus","Present"
"Cortinarius_mariae","Present"
"Cortinarius_sebaceus","Present"
"Cortinarius_picoides","Present"
"Cortinarius_incensus","Present"
"Descolea_maculata","Present"
"Descolea_gunnii","Present"
"Descolea_antarctica","Present"
"Pholiotina_aeruginosa","Absent"
"Pholiotina_arrheni","Absent"
"Conocybe_vexans","Absent"
"Pholiotina_gracilenta","Absent"
"Conocybe_teneroides","Absent"
"Pholiotina_vexans","Absent"
"Pholiotina_filaris","Absent"
"Pholiotina_indica","Absent"
"Conocybe_aporos","Absent"
"Pholiotina_vestita","Absent"
"Pholiotina_dentatomarginata","Absent"
"Conocybe_appendiculata","Absent"
"Pholiotina_brunnea","Absent"
"Pholiotina_sulcata","Absent"
"Pholiotina_striaepes","Absent"
"Bolbitius_titubans","Absent"
"Bolbitius_psittacinus","Absent"
"Bolbitius_coprophilus","Absent"
"Bolbitius_pallidus","Absent"
"Bolbitius_subvolvatus","Absent"
"Bolbitius_vitellinus","Absent"
"Bolbitius_aurantiorugosus","Absent"
"Bolbitius_elegans","Absent"
"Bolbitius_demangei","Absent"
"Bolbitius_reticulatus","Absent"
"Bolbitius_bisporus","Absent"
"Conocybe_subnuda","Absent"
"Conocybe_bispora","Absent"
"Conocybe_lobauensis","Absent"
"Conocybe_singeriana","Absent"
"Conocybe_farinacea","Absent"
"Conocybe_subpubescens","Absent"
"Conocybe_pubescens","Absent"
"Conocybe_juniana","Absent"
"Conocybe_aurea","Absent"
"Conocybe_sabulicola","Absent"
"Conocybe_macrocephala","Absent"
"Conocybe_semiglobata","Absent"
"Conocybe_tenera","Absent"
"Conocybe_magnicapitata","Absent"
"Conocybe_subovalis","Absent"
"Conocybe_subxerophytica","Absent"
"Conocybe_mesospora","Absent"
"Conocybe_herbarum","Absent"
"Conocybe_echinata","Absent"
"Conocybe_ammophila","Absent"
"Conocybe_volviornata","Absent"
"Conocybe_gigasperma","Absent"
"Conocybe_elegans","Absent"
"Conocybe_hornana","Absent"
"Conocybe_dumetorum","Absent"
"Conocybe_anthracophila","Absent"
"Pholiotina_dasypus","Absent"
"Conocybe_inocybeoides","Absent"
"Conocybe_antipus","Absent"
"Conocybe_alboradicans","Absent"
"Conocybe_papillata","Absent"
"Conocybe_fiorii","Absent"
"Conocybe_cettoiana","Absent"
"Conocybe_romagnesii","Absent"
"Conocybe_zeylanica","Absent"
"Conocybe_lactea","Absent"
"Conocybe_apala","Absent"
"Conocybe_rickenii","Absent"
"Conocybe_volvata","Absent"
"Conocybe_karinae","Absent"
"Conocybe_intrusa","Absent"
"Conocybe_vaginata","Absent"
"Conocybe_deliquescens","Absent"
"Gastrocybe_lateritia","Absent"
"Conocybe_rostellata","Absent"
"Conocybe_siliginea","Absent"
"Conocybe_microspora","Absent"
"Conocybe_enderlei","Absent"
"Conocybe_tuxlaensis","Absent"
"Conocybe_lenticulospora","Absent"
"Conocybe_cylindracea","Absent"
"Conocybe_fuscimarginata","Absent"
"Conocybe_leporina","Absent"
"Conocybe_incarnata","Absent"
"Conocybe_velutipes","Absent"
"Conocybe_pilosella","Absent"
"Conocybe_dunensis","Absent"
"Conocybe_pseudocrispa","Absent"
"Bolbitius_lacteus","Absent"
"Conocybe_velutinomarginata","Absent"
"Conocybe_microrrhiza","Absent"
"Conocybe_siennophylla","Absent"
"Conocybe_rickeniana","Absent"
"Galerella_nigeriensis","Absent"
"Conocybe_sulcatipes","Absent"
"Pholiotina_cyanopus","Absent"
"Pholiotina_aberrans","Absent"
"Amanita_pseudoporphyria","Present"
"Amanita_manginiana","Present"
"Amanita_oberwinklerana","Present"
"Amanita_proxima","Present"
"Amanita_virgineoides","Present"
"Amanita_modesta","Present"
"Amanita_vestita","Present"
"Amanita_volvata","Present"
"Amanita_ponderosa","Present"
"Amanita_fuligineoides","Present"
"Amanita_marmorata","Present"
"Amanita_phalloides","Present"
"Amanita_subjunquillea","Present"
"Amanita_fuliginea","Present"
"Amanita_pallidorosea","Present"
"Amanita_rimosa","Present"
"Amanita_exitialis","Present"
"Amanita_macrocarpa","Present"
"Amanita_ocreata","Present"
"Amanita_zangii","Present"
"Amanita_arenaria","Present"
"Amanita_franchetii","Present"
"Amanita_flavipes","Present"
"Amanita_fritillaria","Present"
"Amanita_spissa","Present"
"Amanita_morrisii","Present"
"Amanita_flavoconia","Present"
"Amanita_brunneolocularis","Present"
"Amanita_novinupta","Present"
"Amanita_pilosella","Present"
"Amanita_citrina","Present"
"Amanita_brunnescens","Present"
"Amanita_lippiae","Present"
"Amanita_craseoderma","Present"
"Amanita_basiana","Present"
"Amanita_populiphila","Present"
"Amanita_velosa","Present"
"Amanita_liquii","Present"
"Amanita_fuligineodisca","Present"
"Amanita_humboldtii","Present"
"Amanita_xylinivolva","Present"
"Amanita_rubrovolvata","Present"
"Amanita_subfrostiana","Present"
"Amanita_subglobosa","Present"
"Amanita_altipes","Present"
"Amanita_parvipantherina","Present"
"Amanita_breckonii","Present"
"Amanita_muscaria","Present"
"Amanita_aprica","Present"
"Amanita_farinosa","Present"
"Amanita_oleosa","Present"
"Amanita_grandis","Present"
"Amanita_inculta","Present"
"Amanita_pseudoinculta","Present"
"Amanita_chepangiana","Present"
"Amanita_egregia","Present"
"Amanita_zambiana","Present"
"Amanita_ristichii","Present"
"Amanita_belizeana","Present"
"Amanita_yuaniana","Present"
"Amanita_torrendii","Present"
"Amanita_mafingensis","Present"
"Amanita_masasiensis","Present"
"Amanita_rubromarginata","Present"
"Amanita_garabitoana","Present"
"Amanita_hemibapha","Present"
"Amanita_calyptroderma","Present"
"Amanita_jacksonii","Present"
"Amanita_calyptratoides","Present"
"Amanita_armillariiformis","Present"
"Amanita_thiersii","Present"
"Limacella_glischra","Absent"
"Limacella_subillinita","Absent"
"Limacella_glioderma","Absent"
"Catatrama_costaricensis","Absent"
"Volvariella_hypopithys","Absent"
"Volvariella_strangulata","Absent"
"Volvariella_taylorii","Absent"
"Pluteus_granulatus","Absent"
"Pluteus_heteromarginatus","Absent"
"Pluteus_romellii","Absent"
"Pluteus_pallescens","Absent"
"Pluteus_podospileus","Absent"
"Volvariella_media","Absent"
"Volvopluteus_earlei","Absent"
"Volvariella_cookei","Absent"
"Pluteus_losulus","Absent"
"Pluteus_albostipitatus","Absent"
"Pluteus_glaucotinctus","Absent"
"Pluteus_primus","Absent"
"Pluteus_pallidus","Absent"
"Pluteus_nothopellitus","Absent"
"Pluteus_brunneoradiatus","Absent"
"Fistulina_pallida","Absent"
"Porodisculus_pendulus","Absent"
"Fistulina_antarctica","Absent"
"Fistulina_hepatica","Absent"
"Schizophyllum_amplum","Absent"
"Schizophyllum_fasciatum","Absent"
"Schizophyllum_radiatum","Absent"
"Schizophyllum_commune","Absent"
"Schizophyllum_umbrinum","Absent"
"Schizophyllum_leprieurii","Absent"
"Sclerotium_delphinii","Absent"
"Athelia_rolfsii","Absent"
"Dendrothele_americana","Absent"
"Dendrothele_acerina","Absent"
"Merismodes_fasciculata","Absent"
"Cyphellopsis_anomala","Absent"
"Calathella_gayana","Absent"
"Calathella_mangrovei","Absent"
"Favolaschia_intermedia","Absent"
"Halocyphina_villosa","Absent"
"Nia_vibrissa","Absent"
"Lachnella_villosa","Absent"
"Lachnella_alboviolascens","Absent"
"Flagelloscypha_citrispora","Absent"
"Flagelloscypha_japonica","Absent"
"Flagelloscypha_minutissima","Absent"
"Athelia_bombacina","Absent"
"Athelidium_aurantiacum","Absent"
"Cristinia_rhenana","Absent"
"Cristinia_helvetica","Absent"
"Cristinia_eichleri","Absent"
"Athelia_turficola","Absent"
"Stephanospora_caroticolor","Absent"
"Stephanospora_aorangi","Absent"
"Mayamontana_coccolobae","Absent"
"Stephanospora_occidentiaustralis","Absent"
"Stephanospora_flava","Absent"
"Stephanospora_hystrispora","Absent"
"Stephanospora_tetraspora","Absent"
"Stephanospora_pounamu","Absent"
"Stephanospora_kanuka","Absent"
"Stephanospora_poropingao","Absent"
"Stephanospora_papua","Absent"
"Stephanospora_novaecaledoniae","Absent"
"Stephanospora_sheoak","Absent"
"Stephanospora_cribbae","Absent"
"Lindtneria_chordulata","Absent"
"Lindtneria_panphylensis","Absent"
"Lindtneria_flava","Absent"
"Lindtneria_leucobryophila","Absent"
"Aphanobasidium_pseudotsugae","Absent"
"Coronicium_alboglaucum","Absent"
"Deflexula_subsimplex","Absent"
"Deflexula_nana","Absent"
"Pterula_velutipes","Absent"
"Pterula_echo","Absent"
"Pterula_epiphylla","Absent"
"Pterula_moniliformis","Absent"
"Pterula_vinacea","Absent"
"Pterula_verticillata","Absent"
"Hohenbuehelia_tristis","Absent"
"Hohenbuehelia_reniformis","Absent"
"Pleurotus_purpureoolivaceus","Absent"
"Pleurotus_rattenburyi","Absent"
"Pleurotus_pulmonarius","Absent"
"Pleurotus_placentodes","Absent"
"Pleurotus_populinus","Absent"
"Pleurotus_nebrodensis","Absent"
"Pleurotus_eryngii","Absent"
"Pleurotus_columbinus","Absent"
"Pleurotus_ostreatus","Absent"
"Pleurotus_sapidus","Absent"
"Pleurotus_spodoleucus","Absent"
"Pleurotus_floridanus","Absent"
"Pleurotus_fossulatus","Absent"
"Pleurotus_abieticola","Absent"
"Pleurotus_abalonus","Absent"
"Pleurotus_cystidiosus","Absent"
"Pleurotus_tuberregium","Absent"
"Pleurotus_dryinus","Absent"
"Pleurotus_smithii","Absent"
"Pleurotus_cornucopiae","Absent"
"Pleurotus_euosmus","Absent"
"Pleurotus_citrinopileatus","Absent"
"Pleurotus_djamor","Absent"
"Pleurotus_flabellatus","Absent"
"Pleurotus_salmoneostramineus","Absent"
"Pleurotus_calyptratus","Absent"
"Pleurotus_australis","Absent"
"Pleurotus_levis","Absent"
"Mucronella_fusiformis","Absent"
"Mucronella_calva","Absent"
"Hygrocybe_cantharellus","Absent"
"Hygrocybe_lepida","Absent"
"Hygrocybe_caespitosa","Absent"
"Hygrocybe_purpureofolia","Absent"
"Hygrocybe_coccinea","Absent"
"Hygrocybe_miniata","Absent"
"Hygrocybe_substrangulata","Absent"
"Hygrocybe_punicea","Absent"
"Hygrocybe_constrictospora","Absent"
"Hygrocybe_parvula","Absent"
"Hygrocybe_pseudoconica","Absent"
"Hygrocybe_rosea","Absent"
"Hygrocybe_hypohaemacta","Absent"
"Hygrocybe_konradii","Absent"
"Hygrocybe_spadicea","Absent"
"Hygroaster_nodulisporus","Absent"
"Hygroaster_albellus","Absent"
"Chromosera_cyanophylla","Absent"
"Gliophorus_graminicolor","Absent"
"Neohygrocybe_ingrata","Absent"
"Neohygrocybe_subovina","Absent"
"Neohygrocybe_ovina","Absent"
"Porpolomopsis_lewelliniae","Absent"
"Porpolomopsis_calyptriformis","Absent"
"Gliophorus_irrigatus","Absent"
"Humidicutis_auratocephala","Absent"
"Calathella_columbiana","Absent"
"Lichenomphalia_umbellifera","Absent"
"Lichenomphalia_hudsoniana","Absent"
"Arrhenia_auriscalpium","Absent"
"Dictyonema_minus","Absent"
"Acantholichen_pannarioides","Absent"
"Dictyonema_interruptum","Absent"
"Pseudoarmillariella_bacillaris","Absent"
"Pseudoarmillariella_ectypoides","Absent"
"Tectella_patellaris","Absent"
"Cuphophyllus_cereopallidus","Absent"
"Cuphophyllus_colemannianus","Absent"
"Cuphophyllus_borealis","Absent"
"Cuphophyllus_virgineus","Absent"
"Camarophyllus_impurus","Absent"
"Cuphophyllus_bicolor","Absent"
"Cuphophyllus_pratensis","Absent"
"Cuphophyllus_adonis","Absent"
"Cuphophyllus_griseorufescens","Absent"
"Cuphophyllus_basidiosus","Absent"
"Cuphophyllus_canescens","Absent"
"Cuphophyllus_aurantius","Absent"
"Cuphophyllus_lacmus","Absent"
"Cuphophyllus_flavipes","Absent"
"Cuphophyllus_fornicatus","Absent"
"Ampulloclitocybe_clavipes","Absent"
"Pleurocybella_porrigens","Absent"
"Macrotyphula_defibulata","Absent"
"Macrotyphula_juncea","Absent"
"Bulbillomyces_farinosus","Absent"
"Typhula_phacorrhiza","Absent"
"Tricholomopsis_decora","Absent"
"Tricholomopsis_flammula","Absent"
"Collybia_aurea","Absent"
"Rectipilus_natalensis","Absent"
"Lentaria_albovinacea","Absent"
"Xeromphalina_austroandina","Absent"
"Xeromphalina_cauticinalis","Absent"
"Xeromphalina_campanelloides","Absent"
"Xeromphalina_setulipes","Absent"
"Xeromphalina_cornui","Absent"
"Heimiomyces_neovelutipes","Absent"
"Heimiomyces_fulvipes","Absent"
"Xeromphalina_brunneola","Absent"
"Xeromphalina_kauffmanii","Absent"
"Xeromphalina_campanella","Absent"
"Xeromphalina_helbergeri","Absent"
"Xeromphalina_junipericola","Absent"
"Chrysomphalina_chrysophylla","Absent"
"Chrysomphalina_grossula","Absent"
"Hygrophorus_olivaceoalbus","Present"
"Hygrophorus_speciosus","Present"
"Hygrophorus_lucorum","Present"
"Hygrophorus_russula","Present"
"Hygrophorus_abieticola","Present"
"Hygrophorus_discoxanthus","Present"
"Hygrophorus_eburneus","Present"
"Hygrophorus_leucophaeus","Present"
"Hygrophorus_discoideus","Present"
"Hygrophorus_chrysodon","Present"
"Haasiella_splendidissima","Absent"
"Sarcomyxa_edulis","Absent"
"Sarcomyxa_serotina","Absent"
"Cantharocybe_brunneovelutina","Absent"
"Cantharocybe_gruberi","Absent"
"Melanomphalia_nigrescens","Absent"
"Ramariopsis_tenuiramosa","Absent"
"Ramariopsis_cremicolor","Absent"
"Ramariopsis_kunzei","Absent"
"Ramariopsis_pseudosubtilis","Absent"
"Ramariopsis_biformis","Absent"
"Ramariopsis_junquillea","Absent"
"Clavulinopsis_corniculata","Absent"
"Clavaria_novozealandica","Absent"
"Clavulinopsis_sulcata","Absent"
"Clavulinopsis_gracillima","Absent"
"Clavulinopsis_helvola","Absent"
"Clavulinopsis_laeticolor","Absent"
"Clavulinopsis_fusiformis","Absent"
"Clavulinopsis_amoena","Absent"
"Ramariopsis_antillarum","Absent"
"Clavulinopsis_corallinorosacea","Absent"
"Camarophyllopsis_albofloccipes","Absent"
"Camarophyllopsis_hymenocephala","Absent"
"Clavaria_australiana","Absent"
"Clavaria_flavostellifera","Absent"
"Clavaria_redoleoalii","Absent"
"Clavaria_alboglobospora","Absent"
"Clavaria_stegasauroides","Absent"
"Clavaria_acuta","Absent"
"Clavaria_fuscata","Absent"
"Clavaria_citrinorubra","Absent"
"Clavaria_straminea","Absent"
"Clavaria_argillacea","Absent"
"Clavaria_guilleminii","Absent"
"Clavaria_fragilis","Absent"
"Clavaria_vermicularis","Absent"
"Camarophyllopsis_schulzeri","Absent"
"Clavaria_inaequalis","Absent"
"Clavaria_zollingeri","Absent"
"Clavaria_amoenoides","Absent"
"Leucogyrophana_arizonica","Absent"
"Bondarcevomyces_taxi","Absent"
"Leucogyrophana_montana","Absent"
"Tapinella_panuoides","Absent"
"Tapinella_atrotomentosa","Absent"
"Pseudomerulius_aureus","Absent"
"Pseudomerulius_curtisii","Absent"
"Serpula_similis","Absent"
"Leucogyrophana_pulverulenta","Absent"
"Serpula_tignicola","Absent"
"Serpula_incrassata","Absent"
"Paxillus_muelleri","Present"
"Paxillus_nothofagi","Present"
"Paxillus_statuum","Present"
"Paxillus_boletinoides","Present"
"Paxillus_chilensis","Present"
"Paxillus_aurantiacus","Present"
"Paxillus_squarrosus","Present"
"Gymnopaxillus_vestitus","Present"
"Austropaxillus_infundibuliformis","Present"
"Gymnopaxillus_nudus","Present"
"Serpula_himantioides","Absent"
"Serpula_lacrymans","Absent"
"Leucogyrophana_olivascens","Absent"
"Gyrodon_monticola","Present"
"Coniophora_marmorata","Absent"
"Paxillus_gymnopus","Present"
"Coniophora_olivacea","Absent"
"Coniophora_prasinoides","Absent"
"Coniophora_arida","Absent"
"Coniophora_cerebella","Absent"
"Coniophora_puteana","Absent"
"Paxillus_chalybaeus","Present"
"Leucogyrophana_romellii","Absent"
"Leucogyrophana_lichenicola","Absent"
"Hygrophoropsis_aurantiaca","Absent"
"Leucogyrophana_mollusca","Absent"
"Rhizopogon_subpurpurascens","Present"
"Rhizopogon_semireticulatus","Present"
"Rhizopogon_subcaerulescens","Present"
"Rhizopogon_roseolus","Present"
"Rhizopogon_rubescens","Present"
"Rhizopogon_nigrescens","Present"
"Chroogomphus_vinicolor","Present"
"Chroogomphus_rutilus","Present"
"Gomphidius_oregonensis","Present"
"Gomphidius_roseus","Present"
"Gomphidius_glutinosus","Present"
"Truncocolumella_citrina","Present"
"Suillus_bresadolae","Present"
"Rhizopogon_pannosus","Present"
"Suillus_pictus","Present"
"Suillus_punctipes","Present"
"Suillus_hirtellus","Present"
"Suillus_pinorigidus","Present"
"Suillus_luteus","Present"
"Suillus_americanus","Present"
"Suillus_bovinus","Present"
"Suillus_grevillei","Present"
"Suillus_viscidus","Present"
"Suillus_sinuspaulianus","Present"
"Suillus_paluster","Present"
"Suillus_cavipes","Present"
"Rhopalogaster_transversarium","Present"
"Rhizopogon_subclavitisporus","Present"
"Rhizopogon_hawkerae","Present"
"Rhizopogon_villosulus","Present"
"Rhizopogon_clavitisporus","Present"
"Rhizopogon_parksii","Present"
"Rhizopogon_pumilionus","Present"
"Alpova_olivaceotinctus","Present"
"Rhizopogon_melanogastroides","Present"
"Rhizopogon_luteolus","Present"
"Rhizopogon_obtextus","Present"
"Rhizopogon_occidentalis","Present"
"Rhizopogon_truncatus","Present"
"Rhizopogon_burlinghamii","Present"
"Rhizopogon_subareolatus","Present"
"Rhizopogon_evadens","Present"
"Calostoma_insigne","Present"
"Calostoma_lutescens","Present"
"Calostoma_berkeleyi","Present"
"Calostoma_rodwayi","Present"
"Calostoma_fuscum","Present"
"Calostoma_ravenelii","Present"
"Calostoma_japonicum","Present"
"Calostoma_cinnabarinum","Present"
"Calostoma_sarasinii","Present"
"Calostoma_junghuhnii","Present"
"Calostoma_oriruber","Present"
"Diplocystis_wrightii","Present"
"Astraeus_asiaticus","Present"
"Astraeus_hygrometricus","Present"
"Tremellogaster_surinamensis","Present"
"Scleroderma_echinatum","Present"
"Scleroderma_xanthochroum","Present"
"Scleroderma_sinnamariense","Present"
"Scleroderma_bermudense","Present"
"Scleroderma_polyrhizum","Present"
"Scleroderma_cepa","Present"
"Scleroderma_verrucosum","Present"
"Scleroderma_areolatum","Present"
"Scleroderma_columnare","Present"
"Scleroderma_macalpinei","Present"
"Scleroderma_bovista","Present"
"Scleroderma_laeve","Present"
"Scleroderma_meridionale","Present"
"Scleroderma_dictyospora","Present"
"Scleroderma_fuscum","Present"
"Scleroderma_citrinum","Present"
"Gyroporus_purpurinus","Present"
"Gyroporus_subalbellus","Present"
"Gyroporus_castaneus","Present"
"Gyroporus_cyanescens","Present"
"Pisolithus_albus","Present"
"Pisolithus_aurantioscabrosus","Present"
"Pisolithus_arhizus","Present"
"Hydnomerulius_pinastri","Absent"
"Buchwaldoboletus_lignicola","Absent"
"Chalciporus_amarellus","Absent"
"Chalciporus_piperatus","Absent"
"Chalciporus_pseudorubinellus","Absent"
"Tylopilus_cartagoensis","Present"
"Tylopilus_chromapes","Present"
"Zangia_erythrocephala","Present"
"Zangia_chlorinosma","Present"
"Zangia_olivacea","Present"
"Zangia_roseola","Present"
"Zangia_citrina","Present"
"Zangia_olivaceobrunnea","Present"
"Royoungia_boletoides","Present"
"Tylopilus_queenslandianus","Present"
"Bothia_castanella","Present"
"Tylopilus_virens","Present"
"Hemileccinum_subglabripes","Present"
"Boletus_rubropunctus","Present"
"Boletus_longicurvipes","Present"
"Chamonixia_caespitosa","Present"
"Leccinum_rugosiceps","Present"
"Leccinellum_crocipodium","Present"
"Leccinum_pseudoscabrum","Present"
"Leccinum_albellum","Present"
"Leccinum_variicolor","Present"
"Leccinum_scabrum","Present"
"Leccinum_schistophilum","Present"
"Leccinum_duriusculum","Present"
"Leccinum_cerinum","Present"
"Leccinum_manzanitae","Present"
"Leccinum_albostipitatum","Present"
"Leccinum_aurantiacum","Present"
"Leccinum_holopus","Present"
"Leccinum_melaneum","Present"
"Leccinum_versipelle","Present"
"Leccinellum_lepidum","Present"
"Leccinellum_corsicum","Present"
"Octaviania_mortae","Present"
"Octaviania_decimae","Present"
"Octaviania_nonae","Present"
"Octaviania_celatifilia","Present"
"Octaviania_nigrescens","Present"
"Octaviania_asterosperma","Present"
"Octaviania_cyanescens","Present"
"Octaviania_asahimontana","Present"
"Octaviania_tasmanica","Present"
"Octaviania_durianelloides","Present"
"Octaviania_japonimontana","Present"
"Octaviania_yaeyamaensis","Present"
"Octaviania_etchuensis","Present"
"Octaviania_kobayasii","Present"
"Octaviania_hesperi","Present"
"Chamonixia_pachydermis","Present"
"Rossbeevera_westraliensis","Present"
"Rossbeevera_vittatispora","Present"
"Rossbeevera_griseovelutina","Present"
"Rossbeevera_eucyanea","Present"
"Rossbeevera_pachyderma","Present"
"Spongiforma_thailandica","Present"
"Xerocomus_morrisii","Present"
"Boletellus_russellii","Present"
"Boletellus_chrysenteroides","Present"
"Heimioporus_betula","Present"
"Heimioporus_retisporus","Present"
"Hemileccinum_depilatum","Present"
"Hemileccinum_impolitum","Present"
"Boletus_leptospermi","Present"
"Xerocomus_lanatus","Present"
"Xerocomus_silwoodensis","Present"
"Phylloporus_bellus","Present"
"Xerocomus_illudens","Present"
"Xerocomus_subtomentosus","Present"
"Xerocomus_chrysonemus","Present"
"Xerocomus_tenax","Present"
"Phylloporus_pelletieri","Present"
"Phylloporus_rhodoxanthus","Present"
"Phylloporus_leucomycelinus","Present"
"Xerocomus_hortonii","Present"
"Xerocomus_amazonicus","Present"
"Pulveroboletus_auriflammeus","Present"
"Boletellus_dissiliens","Present"
"Boletellus_reminiscens","Present"
"Boletus_smithii","Present"
"Gastroboletus_vividus","Present"
"Boletus_miniatoolivaceus","Present"
"Aureoboletus_mirabilis","Present"
"Aureoboletus_projectellus","Present"
"Pulveroboletus_caespitosus","Present"
"Aureoboletus_innixus","Present"
"Boletellus_shichianus","Present"
"Boletus_abruptibulbus","Present"
"Aureoboletus_thibetanus","Present"
"Boletus_viridiflavus","Present"
"Aureoboletus_auriporus","Present"
"Aureoboletus_gentilis","Present"
"Aureoboletus_citriniporus","Present"
"Hortiboletus_campestris","Present"
"Aureoboletus_moravicus","Present"
"Aureoboletus_roxanae","Present"
"Pulveroboletus_atkinsonianus","Present"
"Boletus_austromarginatus","Present"
"Octaviania_columellifera","Present"
"Xerocomellus_truncatus","Present"
"Xerocomellus_porosporus","Present"
"Xerocomellus_chrysenteron","Present"
"Xerocomellus_zelleri","Present"
"Xerocomellus_ripariellus","Present"
"Xerocomellus_fennicus","Present"
"Xerocomus_dryophilus","Present"
"Xerocomellus_pruinatus","Present"
"Xerocomellus_cisalpinus","Present"
"Xerocomus_ferrugineus","Present"
"Imleria_badia","Present"
"Boletus_glabellus","Present"
"Boletus_variipes","Present"
"Boletus_pallidus","Present"
"Tylopilus_variobrunneus","Present"
"Tylopilus_formosus","Present"
"Tylopilus_violatinctus","Present"
"Tylopilus_neofelleus","Present"
"Tylopilus_rubrobrunneus","Present"
"Tylopilus_plumbeoviolaceus","Present"
"Tylopilus_felleus","Present"
"Tylopilus_badiceps","Present"
"Tylopilus_plumbeoviolaceoides","Present"
"Tylopilus_indecisus","Present"
"Tylopilus_ferrugineus","Present"
"Tylopilus_gastroballoui","Present"
"Tylopilus_balloui","Present"
"Tylopilus_grayballoui","Present"
"Rubinoboletus_ballouii","Present"
"Tylopilus_brunneus","Present"
"Xanthoconium_affine","Present"
"Xanthoconium_stramineum","Present"
"Tylopilus_tabacinus","Present"
"Afroboletus_luteolus","Present"
"Strobilomyces_luteolus","Present"
"Tylopilus_rufonigricans","Present"
"Tylopilus_alboater","Present"
"Tylopilus_atronicotianus","Present"
"Strobilomyces_foveatus","Present"
"Strobilomyces_verruculosus","Present"
"Strobilomyces_seminudus","Present"
"Strobilomyces_annulatus","Present"
"Strobilomyces_mirandus","Present"
"Strobilomyces_dryophilus","Present"
"Strobilomyces_strobilaceus","Present"
"Hortiboletus_bubalinus","Present"
"Rheubarbariboletus_armeniacus","Present"
"Hortiboletus_rubellus","Present"
"Boletellus_ananas","Present"
"Boletus_semigastroideus","Present"
"Tylopilus_rhoadsiae","Present"
"Boletus_violaceofuscus","Present"
"Xanthoconium_separans","Present"
"Boletus_gertrudiae","Present"
"Boletus_nobilis","Present"
"Hortiboletus_engelii","Present"
"Porphyrellus_porphyrosporus","Present"
"Solioccasus_polychromus","Present"
"Boletus_reticulatus","Present"
"Boletus_aereus","Present"
"Boletus_quercophilus","Present"
"Boletus_fibrillosus","Present"
"Boletus_subalpinus","Present"
"Boletus_subcaerulescens","Present"
"Boletus_aurantioruber","Present"
"Boletus_pinophilus","Present"
"Boletus_edulis","Present"
"Boletus_oliveisporus","Present"
"Cyanoboletus_pulverulentus","Present"
"Lanmaoa_carminipes","Present"
"Lanmaoa_pseudosensibilis","Present"
"Chalciporus_ovalisporus","Absent"
"Caloboletus_radicans","Present"
"Caloboletus_conifericola","Present"
"Caloboletus_calopus","Present"
"Caloboletus_roseipes","Present"
"Caloboletus_inedulis","Present"
"Caloboletus_rubripes","Present"
"Boletus_gyrodontoides","Present"
"Pulveroboletus_ravenelii","Present"
"Caloboletus_firmus","Present"
"Suillellus_amygdalinus","Present"
"Rubroboletus_rhodoxanthus","Present"
"Rubroboletus_dupainii","Present"
"Suillellus_luridus","Present"
"Rubroboletus_pulcherrimus","Present"
"Boletus_eastwoodiae","Present"
"Rubroboletus_satanas","Present"
"Rubroboletus_rhodosanguineus","Present"
"Imperator_luteocupreus","Present"
"Imperator_torosus","Present"
"Sutorius_eximius","Present"
"Butyriboletus_fechtneri","Present"
"Boletus_billieae","Present"
"Boletus_speciosus","Present"
"Boletus_roseopurpureus","Present"
"Caloboletus_peckii","Present"
"Boletus_pulchriceps","Present"
"Butyriboletus_brunneus","Present"
"Butyriboletus_abieticola","Present"
"Butyriboletus_regius","Present"
"Butyriboletus_appendiculatus","Present"
"Gymnogaster_boletoides","Present"
"Boletus_subluridellus","Present"
"Boletus_rufomaculatus","Present"
"Boletus_sensibilis","Present"
"Boletus_subvelutipes","Present"
"Boletus_vermiculosus","Present"
"Gastroboletus_turbinatus","Present"
"Neoboletus_luridiformis","Present"
"Neoboletus_junquilleus","Present"
"Boletus_bicolor","Present"
"Boletus_pallidoroseus","Present"
