"","Taxon","State"
"Cladonia_ustulata","Cladonia_ustulata","Absent"
"Cladonia_vareschii","Cladonia_vareschii","Absent"
"Cladonia_variegata","Cladonia_variegata","Absent"
"Cladonia_verticillaris","Cladonia_verticillaris","Absent"
"Cladonia_verticillata","Cladonia_verticillata","Absent"
"Cladonia_vulcani","Cladonia_vulcani","Absent"
"Cladonia_vulcanica","Cladonia_vulcanica","Absent"
"Cladonia_wainioi","Cladonia_wainioi","Absent"
"Cladonia_weymouthii","Cladonia_weymouthii","Absent"
"Cladonia_yunnana","Cladonia_yunnana","Absent"
"Cladonia_zopfii","Cladonia_zopfii","Absent"
"Gymnoderma_coccocarpum","Gymnoderma_coccocarpum","Absent"
"Heterodea_beaugleholei","Heterodea_beaugleholei","Absent"
"Heterodea_muelleri","Heterodea_muelleri","Absent"
"Metus_conglomeratus","Metus_conglomeratus","Absent"
"Pilophorus_acicularis","Pilophorus_acicularis","Present"
"Pilophorus_cereolus","Pilophorus_cereolus","Present"
"Pilophorus_robustus","Pilophorus_robustus","Present"
"Pilophorus_strumaticus","Pilophorus_strumaticus","Present"
"Pycnothelia_papillaria","Pycnothelia_papillaria","Absent"
"Ramalea_cochleata","Ramalea_cochleata","Absent"
"Ramalinora_glaucolivida","Ramalinora_glaucolivida","Absent"
"Thysanothecium_scutellatum","Thysanothecium_scutellatum","Absent"
"Gypsoplaca_macrophylla","Gypsoplaca_macrophylla","Absent"
"Haematomma_accolens","Haematomma_accolens","Absent"
"Haematomma_erythromma","Haematomma_erythromma","Absent"
"Haematomma_flexuosum","Haematomma_flexuosum","Absent"
"Haematomma_ochroleucum","Haematomma_ochroleucum","Absent"
"Haematomma_stevensiae","Haematomma_stevensiae","Absent"
"Haematomma_sulphureum","Haematomma_sulphureum","Absent"
"Adelolecia_pilati","Adelolecia_pilati","Absent"
"Arctopeltis_thuleana","Arctopeltis_thuleana","Absent"
"Bryonora_castanea","Bryonora_castanea","Absent"
"Carbonea_supersparsa","Carbonea_supersparsa","Absent"
"Carbonea_vitellinaria","Carbonea_vitellinaria","Absent"
"Carbonea_vorticosa","Carbonea_vorticosa","Absent"
"Frutidella_caesioatra","Frutidella_caesioatra","Absent"
"Japewia_subaurifera","Japewia_subaurifera","Absent"
"Japewia_tornoensis","Japewia_tornoensis","Absent"
"Lecanora_achariana","Lecanora_achariana","Absent"
"Lecanora_achroa","Lecanora_achroa","Absent"
"Lecanora_aitema","Lecanora_aitema","Absent"
"Lecanora_albescens","Lecanora_albescens","Absent"
"Lecanora_allophana","Lecanora_allophana","Absent"
"Lecanora_andrewii","Lecanora_andrewii","Absent"
"Lecanora_anopta","Lecanora_anopta","Absent"
"Lecanora_argentata","Lecanora_argentata","Absent"
"Lecanora_argopholis","Lecanora_argopholis","Absent"
"Lecanora_austrotropica","Lecanora_austrotropica","Absent"
"Lecanora_bicincta","Lecanora_bicincta","Absent"
"Lecanora_bipruinosa","Lecanora_bipruinosa","Absent"
"Lecanora_burgaziae","Lecanora_burgaziae","Absent"
"Lecanora_caesiorubella","Lecanora_caesiorubella","Absent"
"Lecanora_californica","Lecanora_californica","Absent"
"Lecanora_campestris","Lecanora_campestris","Absent"
"Lecanora_carpinea","Lecanora_carpinea","Absent"
"Lecanora_cateilea","Lecanora_cateilea","Absent"
"Lecanora_cenisia","Lecanora_cenisia","Absent"
"Lecanora_chlarotera","Lecanora_chlarotera","Absent"
"Lecanora_chlorophaeodes","Lecanora_chlorophaeodes","Absent"
"Lecanora_concolor","Lecanora_concolor","Absent"
"Lecanora_confusa","Lecanora_confusa","Absent"
"Lecanora_conizaeoides","Lecanora_conizaeoides","Absent"
"Lecanora_contractula","Lecanora_contractula","Absent"
"Lecanora_crenulata","Lecanora_crenulata","Absent"
"Lecanora_densa","Lecanora_densa","Absent"
"Lecanora_dispersa","Lecanora_dispersa","Absent"
"Lecanora_dispersoareolata","Lecanora_dispersoareolata","Absent"
"Lecanora_epibryon","Lecanora_epibryon","Absent"
"Lecanora_expallens","Lecanora_expallens","Absent"
"Lecanora_farinacea","Lecanora_farinacea","Absent"
"Lecanora_filamentosa","Lecanora_filamentosa","Absent"
"Lecanora_flavoleprosa","Lecanora_flavoleprosa","Absent"
"Lecanora_flavopallida","Lecanora_flavopallida","Absent"
"Lecanora_flotowiana","Lecanora_flotowiana","Absent"
"Lecanora_fuscescens","Lecanora_fuscescens","Absent"
"Lecanora_fuscobrunnea","Lecanora_fuscobrunnea","Absent"
"Lecanora_gangaleoides","Lecanora_gangaleoides","Absent"
"Lecanora_garovaglii","Lecanora_garovaglii","Absent"
"Lecanora_glabrata","Lecanora_glabrata","Absent"
"Lecanora_hagenii","Lecanora_hagenii","Absent"
"Lecanora_helva","Lecanora_helva","Absent"
"Lecanora_horiza","Lecanora_horiza","Absent"
"Lecanora_hybocarpa","Lecanora_hybocarpa","Absent"
"Lecanora_hyperboreorum","Lecanora_hyperboreorum","Absent"
"Lecanora_imshaugii","Lecanora_imshaugii","Absent"
"Lecanora_intricata","Lecanora_intricata","Absent"
"Lecanora_intumescens","Lecanora_intumescens","Absent"
"Lecanora_laxa","Lecanora_laxa","Absent"
"Lecanora_leproplaca","Lecanora_leproplaca","Absent"
"Lecanora_leprosa","Lecanora_leprosa","Absent"
"Lecanora_leptyrodes","Lecanora_leptyrodes","Absent"
"Lecanora_lividocinerea","Lecanora_lividocinerea","Absent"
"Lecanora_lojkaeana","Lecanora_lojkaeana","Absent"
"Lecanora_macrocyclos","Lecanora_macrocyclos","Absent"
"Lecanora_muralis","Lecanora_muralis","Absent"
"Lecanora_nashii","Lecanora_nashii","Absent"
"Lecanora_nothocaesiella","Lecanora_nothocaesiella","Absent"
"Lecanora_novomexicana","Lecanora_novomexicana","Absent"
"Lecanora_opiniconensis","Lecanora_opiniconensis","Absent"
"Lecanora_orosthea","Lecanora_orosthea","Absent"
"Lecanora_pacifica","Lecanora_pacifica","Absent"
"Lecanora_paramerae","Lecanora_paramerae","Absent"
"Lecanora_perpruinosa","Lecanora_perpruinosa","Absent"
"Lecanora_phaedrophthalma","Lecanora_phaedrophthalma","Absent"
"Lecanora_phaeocardia","Lecanora_phaeocardia","Absent"
"Lecanora_phryganitis","Lecanora_phryganitis","Absent"
"Lecanora_plumosa","Lecanora_plumosa","Absent"
"Lecanora_polytropa","Lecanora_polytropa","Absent"
"Lecanora_populicola","Lecanora_populicola","Absent"
"Lecanora_pringlei","Lecanora_pringlei","Absent"
"Lecanora_pruinosa","Lecanora_pruinosa","Absent"
"Lecanora_pulicaris","Lecanora_pulicaris","Absent"
"Lecanora_queenslandica","Lecanora_queenslandica","Absent"
"Lecanora_reuteri","Lecanora_reuteri","Absent"
"Lecanora_rugosella","Lecanora_rugosella","Absent"
"Lecanora_rupicola","Lecanora_rupicola","Absent"
"Lecanora_saligna","Lecanora_saligna","Absent"
"Lecanora_schizochromatica","Lecanora_schizochromatica","Absent"
"Lecanora_semipallida","Lecanora_semipallida","Absent"
"Lecanora_sorediomarginata","Lecanora_sorediomarginata","Absent"
"Lecanora_straminea","Lecanora_straminea","Absent"
"Lecanora_subcarnea","Lecanora_subcarnea","Absent"
"Lecanora_subcarpinea","Lecanora_subcarpinea","Absent"
"Lecanora_subimmergens","Lecanora_subimmergens","Absent"
"Lecanora_subimmersa","Lecanora_subimmersa","Absent"
"Lecanora_subintricata","Lecanora_subintricata","Absent"
"Lecanora_subrugosa","Lecanora_subrugosa","Absent"
"Lecanora_sulphurea","Lecanora_sulphurea","Absent"
"Lecanora_swartzii","Lecanora_swartzii","Absent"
"Lecanora_symmicta","Lecanora_symmicta","Absent"
"Lecanora_thysanophora","Lecanora_thysanophora","Absent"
"Lecanora_toroyensis","Lecanora_toroyensis","Absent"
"Lecanora_tropica","Lecanora_tropica","Absent"
"Lecanora_ulrikii","Lecanora_ulrikii","Absent"
"Lecanora_vainioi","Lecanora_vainioi","Absent"
"Lecanora_valesiaca","Lecanora_valesiaca","Absent"
"Lecanora_varia","Lecanora_varia","Absent"
"Lecanora_wilsonii","Lecanora_wilsonii","Absent"
"Lecidea_hercynica","Lecidea_hercynica","Absent"
"Lecidea_leprarioides","Lecidea_leprarioides","Absent"
"Lecidea_polytrichina","Lecidea_polytrichina","Absent"
"Lecidea_pullata","Lecidea_pullata","Absent"
"Lecidea_turgidula","Lecidea_turgidula","Absent"
"Lecidella_carpathica","Lecidella_carpathica","Absent"
"Lecidella_elaeochroma","Lecidella_elaeochroma","Absent"
"Lecidella_euphorea","Lecidella_euphorea","Absent"
"Lecidella_flavosorediata","Lecidella_flavosorediata","Absent"
"Lecidella_greenii","Lecidella_greenii","Absent"
"Lecidella_meiococca","Lecidella_meiococca","Absent"
"Lecidella_patavina","Lecidella_patavina","Absent"
"Lecidella_siplei","Lecidella_siplei","Absent"
"Lecidella_stigmatea","Lecidella_stigmatea","Absent"
"Lecidella_wulfenii","Lecidella_wulfenii","Absent"
"Lepraria_flavescens","Lepraria_flavescens","Absent"
"Rhizoplaca_aspidophora","Rhizoplaca_aspidophora","Absent"
"Rhizoplaca_bullata","Rhizoplaca_bullata","Absent"
"Rhizoplaca_chrysoleuca","Rhizoplaca_chrysoleuca","Absent"
"Rhizoplaca_haydenii","Rhizoplaca_haydenii","Absent"
"Rhizoplaca_huashanensis","Rhizoplaca_huashanensis","Absent"
"Rhizoplaca_idahoensis","Rhizoplaca_idahoensis","Absent"
"Rhizoplaca_macleanii","Rhizoplaca_macleanii","Absent"
"Rhizoplaca_melanophthalma","Rhizoplaca_melanophthalma","Absent"
"Rhizoplaca_occulta","Rhizoplaca_occulta","Absent"
"Rhizoplaca_parilis","Rhizoplaca_parilis","Absent"
"Rhizoplaca_peltata","Rhizoplaca_peltata","Absent"
"Rhizoplaca_polymorpha","Rhizoplaca_polymorpha","Absent"
"Rhizoplaca_porterii","Rhizoplaca_porterii","Absent"
"Rhizoplaca_shushanii","Rhizoplaca_shushanii","Absent"
"Rhizoplaca_subdiscrepans","Rhizoplaca_subdiscrepans","Absent"
"Lecidea_hypopta","Lecidea_hypopta","Absent"
"Lecidea_nylanderi","Lecidea_nylanderi","Absent"
"Lecidea_roseotincta","Lecidea_roseotincta","Absent"
"Lecidea_rubrocastanea","Lecidea_rubrocastanea","Absent"
"Lecidea_cyrtidia","Lecidea_cyrtidia","Absent"
"Lecidea_floridensis","Lecidea_floridensis","Absent"
"Malmidea_aurigera","Malmidea_aurigera","Absent"
"Malmidea_bakeri","Malmidea_bakeri","Absent"
"Malmidea_chrysostigma","Malmidea_chrysostigma","Absent"
"Malmidea_coralliformis","Malmidea_coralliformis","Absent"
"Malmidea_eeuuae","Malmidea_eeuuae","Absent"
"Malmidea_inflata","Malmidea_inflata","Absent"
"Malmidea_perplexa","Malmidea_perplexa","Absent"
"Malmidea_piperis","Malmidea_piperis","Absent"
"Malmidea_rhodopsis","Malmidea_rhodopsis","Absent"
"Malmidea_subaurigera","Malmidea_subaurigera","Absent"
"Malmidea_variabilis","Malmidea_variabilis","Absent"
"Savoronala_madagascariensis","Savoronala_madagascariensis","Absent"
"Miriquidica_complanata","Miriquidica_complanata","Absent"
"Miriquidica_garovaglii","Miriquidica_garovaglii","Absent"
"Miriquidica_instrata","Miriquidica_instrata","Absent"
"Miriquidica_leucophaea","Miriquidica_leucophaea","Absent"
"Calvitimela_armeniaca","Calvitimela_armeniaca","Absent"
"Calvitimela_melaleuca","Calvitimela_melaleuca","Absent"
"Lecidea_aglaea","Lecidea_aglaea","Absent"
"Mycoblastus_affinis","Mycoblastus_affinis","Absent"
"Mycoblastus_alpinus","Mycoblastus_alpinus","Absent"
"Mycoblastus_fucatus","Mycoblastus_fucatus","Absent"
"Mycoblastus_glabrescens","Mycoblastus_glabrescens","Absent"
"Mycoblastus_japonicus","Mycoblastus_japonicus","Absent"
"Mycoblastus_sanguinarioides","Mycoblastus_sanguinarioides","Absent"
"Mycoblastus_sanguinarius","Mycoblastus_sanguinarius","Absent"
"Tephromela_atra","Tephromela_atra","Absent"
"Tephromela_grumosa","Tephromela_grumosa","Absent"
"Tephromela_pertusarioides","Tephromela_pertusarioides","Absent"
"Violella_fucata","Violella_fucata","Absent"
"Violella_wangii","Violella_wangii","Absent"
"Alectoria_imshaugii","Alectoria_imshaugii","Absent"
"Alectoria_ochroleuca","Alectoria_ochroleuca","Absent"
"Alectoria_sarmentosa","Alectoria_sarmentosa","Absent"
"Alectoria_vancouverensis","Alectoria_vancouverensis","Absent"
"Allantoparmelia_alpicola","Allantoparmelia_alpicola","Absent"
"Anzia_colpodes","Anzia_colpodes","Absent"
"Anzia_colpota","Anzia_colpota","Absent"
"Anzia_flavotenuis","Anzia_flavotenuis","Absent"
"Anzia_formosana","Anzia_formosana","Absent"
"Anzia_hypoleucoides","Anzia_hypoleucoides","Absent"
"Anzia_mahaeliyensis","Anzia_mahaeliyensis","Absent"
"Anzia_opuntiella","Anzia_opuntiella","Absent"
"Arctoparmelia_centrifuga","Arctoparmelia_centrifuga","Absent"
"Asahinea_chrysantha","Asahinea_chrysantha","Absent"
"Brodoa_atrofusca","Brodoa_atrofusca","Absent"
"Brodoa_intestiniformis","Brodoa_intestiniformis","Absent"
"Brodoa_oroarctica","Brodoa_oroarctica","Absent"
"Bryocaulon_divergens","Bryocaulon_divergens","Absent"
"Bryoria_americana","Bryoria_americana","Absent"
"Bryoria_bicolor","Bryoria_bicolor","Absent"
"Bryoria_capillaris","Bryoria_capillaris","Absent"
"Bryoria_confusa","Bryoria_confusa","Absent"
"Bryoria_divergescens","Bryoria_divergescens","Absent"
"Bryoria_fastigiata","Bryoria_fastigiata","Absent"
"Bryoria_fremontii","Bryoria_fremontii","Absent"
"Bryoria_furcellata","Bryoria_furcellata","Absent"
"Bryoria_fuscescens","Bryoria_fuscescens","Absent"
"Bryoria_glabra","Bryoria_glabra","Absent"
"Bryoria_hengduanensis","Bryoria_hengduanensis","Absent"
"Bryoria_implexa","Bryoria_implexa","Absent"
"Bryoria_indonesica","Bryoria_indonesica","Absent"
"Bryoria_lactinea","Bryoria_lactinea","Absent"
"Bryoria_lanestris","Bryoria_lanestris","Absent"
"Bryoria_nadvornikiana","Bryoria_nadvornikiana","Absent"
"Bryoria_nitidula","Bryoria_nitidula","Absent"
"Bryoria_perspinosa","Bryoria_perspinosa","Absent"
"Bryoria_poeltii","Bryoria_poeltii","Absent"
"Bryoria_rigida","Bryoria_rigida","Absent"
"Bryoria_simplicior","Bryoria_simplicior","Absent"
"Bryoria_smithii","Bryoria_smithii","Absent"
"Bryoria_subcana","Bryoria_subcana","Absent"
"Bryoria_tenuis","Bryoria_tenuis","Absent"
"Bryoria_tortuosa","Bryoria_tortuosa","Absent"
"Bryoria_trichodes","Bryoria_trichodes","Absent"
"Bryoria_variabilis","Bryoria_variabilis","Absent"
"Cavernularia_hultenii","Cavernularia_hultenii","Absent"
"Cavernularia_lophyrea","Cavernularia_lophyrea","Absent"
"Ahtiana_aurescens","Ahtiana_aurescens","Absent"
"Ahtiana_pallidula","Ahtiana_pallidula","Absent"
"Ahtiana_sphaerosporella","Ahtiana_sphaerosporella","Absent"
"Allocetraria_ambigua","Allocetraria_ambigua","Absent"
"Allocetraria_flavonigrescens","Allocetraria_flavonigrescens","Absent"
"Allocetraria_globulans","Allocetraria_globulans","Absent"
"Allocetraria_madreporiformis","Allocetraria_madreporiformis","Absent"
"Allocetraria_sinensis","Allocetraria_sinensis","Absent"
"Allocetraria_stracheyi","Allocetraria_stracheyi","Absent"
"Arctocetraria_andrejevii","Arctocetraria_andrejevii","Absent"
"Arctocetraria_nigricascens","Arctocetraria_nigricascens","Absent"
"Cetraria_aculeata","Cetraria_aculeata","Absent"
"Cetraria_annae","Cetraria_annae","Absent"
"Cetraria_arenaria","Cetraria_arenaria","Absent"
"Cetraria_australiensis","Cetraria_australiensis","Absent"
"Cetraria_crespoae","Cetraria_crespoae","Absent"
"Cetraria_ericetorum","Cetraria_ericetorum","Absent"
"Cetraria_islandica","Cetraria_islandica","Absent"
"Cetraria_kamtczatica","Cetraria_kamtczatica","Absent"
"Cetraria_laevigata","Cetraria_laevigata","Absent"
"Cetraria_muricata","Cetraria_muricata","Absent"
"Cetraria_nigricans","Cetraria_nigricans","Absent"
"Cetraria_obtusata","Cetraria_obtusata","Absent"
"Cetraria_odontella","Cetraria_odontella","Absent"
"Cetraria_sepincola","Cetraria_sepincola","Absent"
"Cetrariella_commixta","Cetrariella_commixta","Absent"
"Cetrariella_delisei","Cetrariella_delisei","Absent"
"Cetrariella_fastigiata","Cetrariella_fastigiata","Absent"
"Cetreliopsis_asahinae","Cetreliopsis_asahinae","Absent"
"Cetreliopsis_laeteflava","Cetreliopsis_laeteflava","Absent"
"Cetreliopsis_rhytidocarpa","Cetreliopsis_rhytidocarpa","Absent"
"Dactylina_arctica","Dactylina_arctica","Absent"
"Esslingeriana_idahoensis","Esslingeriana_idahoensis","Absent"
"Flavocetraria_cucullata","Flavocetraria_cucullata","Absent"
"Flavocetraria_minuscula","Flavocetraria_minuscula","Absent"
"Flavocetraria_nivalis","Flavocetraria_nivalis","Absent"
"Kaernefeltia_californica","Kaernefeltia_californica","Absent"
"Kaernefeltia_merrillii","Kaernefeltia_merrillii","Absent"
"Masonhalea_inermis","Masonhalea_inermis","Absent"
"Masonhalea_richardsonii","Masonhalea_richardsonii","Absent"
"Melanelia_hepatizon","Melanelia_hepatizon","Absent"
"Melanelia_sorediella","Melanelia_sorediella","Absent"
"Melanelia_stygia","Melanelia_stygia","Absent"
"Nephromopsis_ahtii","Nephromopsis_ahtii","Absent"
"Nephromopsis_komarovii","Nephromopsis_komarovii","Absent"
"Nephromopsis_laureri","Nephromopsis_laureri","Absent"
"Nephromopsis_leucostigma","Nephromopsis_leucostigma","Absent"
"Nephromopsis_melaloma","Nephromopsis_melaloma","Absent"
"Nephromopsis_morrisonicola","Nephromopsis_morrisonicola","Absent"
"Nephromopsis_nephromoides","Nephromopsis_nephromoides","Absent"
"Nephromopsis_ornata","Nephromopsis_ornata","Absent"
"Nephromopsis_pallescens","Nephromopsis_pallescens","Absent"
"Nephromopsis_pseudocomplicata","Nephromopsis_pseudocomplicata","Absent"
"Nephromopsis_stracheyi","Nephromopsis_stracheyi","Absent"
"Tuckermanella_coralligera","Tuckermanella_coralligera","Absent"
"Tuckermanella_fendleri","Tuckermanella_fendleri","Absent"
"Tuckermanella_weberi","Tuckermanella_weberi","Absent"
"Tuckermannopsis_americana","Tuckermannopsis_americana","Absent"
"Tuckermannopsis_chlorophylla","Tuckermannopsis_chlorophylla","Absent"
"Tuckermannopsis_ciliaris","Tuckermannopsis_ciliaris","Absent"
"Tuckermannopsis_orbata","Tuckermannopsis_orbata","Absent"
"Tuckermannopsis_platyphylla","Tuckermannopsis_platyphylla","Absent"
"Tuckermannopsis_subalpina","Tuckermannopsis_subalpina","Absent"
"Usnocetraria_oakesiana","Usnocetraria_oakesiana","Absent"
"Vulpicida_canadensis","Vulpicida_canadensis","Absent"
"Vulpicida_juniperinus","Vulpicida_juniperinus","Absent"
"Vulpicida_pinastri","Vulpicida_pinastri","Absent"
"Vulpicida_tilesii","Vulpicida_tilesii","Absent"
"Vulpicida_tubulosus","Vulpicida_tubulosus","Absent"
"Vulpicida_viridis","Vulpicida_viridis","Absent"
"Coelopogon_abraxas","Coelopogon_abraxas","Absent"
"Coelopogon_epiphorellus","Coelopogon_epiphorellus","Absent"
"Cornicularia_normoerica","Cornicularia_normoerica","Absent"
"Evernia_divaricata","Evernia_divaricata","Absent"
"Evernia_esorediosa","Evernia_esorediosa","Absent"
"Evernia_mesomorpha","Evernia_mesomorpha","Absent"
"Evernia_prunastri","Evernia_prunastri","Absent"
"Everniopsis_trulla","Everniopsis_trulla","Absent"
"Gowardia_arctica","Gowardia_arctica","Absent"
"Gowardia_nigricans","Gowardia_nigricans","Absent"
"Himantormia_deusta","Himantormia_deusta","Absent"
"Himantormia_lugubris","Himantormia_lugubris","Absent"
"Hypogymnia_antarctica","Hypogymnia_antarctica","Absent"
"Hypogymnia_apinnata","Hypogymnia_apinnata","Absent"
"Hypogymnia_austerodes","Hypogymnia_austerodes","Absent"
"Hypogymnia_duplicata","Hypogymnia_duplicata","Absent"
"Hypogymnia_enteromorpha","Hypogymnia_enteromorpha","Absent"
"Hypogymnia_farinacea","Hypogymnia_farinacea","Absent"
"Hypogymnia_flavida","Hypogymnia_flavida","Absent"
"Hypogymnia_fujisanensis","Hypogymnia_fujisanensis","Absent"
"Hypogymnia_gracilis","Hypogymnia_gracilis","Absent"
"Hypogymnia_hypotrypa","Hypogymnia_hypotrypa","Absent"
"Hypogymnia_imshaugii","Hypogymnia_imshaugii","Absent"
"Hypogymnia_inactiva","Hypogymnia_inactiva","Absent"
"Hypogymnia_incurvoides","Hypogymnia_incurvoides","Absent"
"Hypogymnia_krogiae","Hypogymnia_krogiae","Absent"
"Hypogymnia_lugubris","Hypogymnia_lugubris","Absent"
"Hypogymnia_macrospora","Hypogymnia_macrospora","Absent"
"Hypogymnia_metaphysodes","Hypogymnia_metaphysodes","Absent"
"Hypogymnia_minilobata","Hypogymnia_minilobata","Absent"
"Hypogymnia_mollis","Hypogymnia_mollis","Absent"
"Hypogymnia_occidentalis","Hypogymnia_occidentalis","Absent"
"Hypogymnia_physodes","Hypogymnia_physodes","Absent"
"Hypogymnia_pruinosa","Hypogymnia_pruinosa","Absent"
"Hypogymnia_pulverata","Hypogymnia_pulverata","Absent"
"Hypogymnia_subduplicata","Hypogymnia_subduplicata","Absent"
"Hypogymnia_subphysodes","Hypogymnia_subphysodes","Absent"
"Hypogymnia_tubulosa","Hypogymnia_tubulosa","Absent"
"Hypogymnia_vittata","Hypogymnia_vittata","Absent"
